propertyType,transactionType,furnished,address,rooms,bathrooms,surfaceArea,amenities,customAmenities,title,description,price (€)
apartment,renting,furnished,"Strada Progresului 60, Sector 5, București",4,2,110.0,"['elevator', 'heating', 'garden']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",798.23
apartment,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",3,2,92.0,"['elevator', 'air-conditioning', 'heating', 'pool']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",866.68
apartment,renting,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",3,2,89.9,"['pool', 'balcony', 'gym', 'pet-friendly', 'parking', 'garden']",[],"Apartment in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located apartment in Bulevardul Iuliu Maniu 202, Sector 6, București.",766.89
house,renting,unfurnished,"Strada Aviației 10, Sector 1, București",6,4,252.4,"['garden', 'dishwasher-washing']",[],"House in Strada Aviației 10, Sector 1, București","Spacious and well-located house in Strada Aviației 10, Sector 1, București.",2634.12
penthouse,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",4,2,173.8,"['air-conditioning', 'parking', 'gym', 'heating']",[],"Penthouse in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located penthouse in Bulevardul Decebal 23, Sector 3, București.",1398.81
loft,renting,unfurnished,"Strada Aviației 10, Sector 1, București",2,2,51.9,"['pet-friendly', 'garden', 'air-conditioning', 'heating', 'balcony', 'wifi']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",534.27
loft,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",2,1,90.8,"['balcony', 'gym']",[],"Loft in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located loft in Calea Șerban Vodă 112, Sector 4, București.",643.32
house,renting,unfurnished,"Strada Progresului 60, Sector 5, București",5,4,204.9,"['dishwasher-washing', 'parking']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1488.69
penthouse,renting,furnished,"Strada Rahova 89, Sector 5, București",4,3,168.3,"['heating', 'gym', 'elevator', 'pet-friendly']",[],"Penthouse in Strada Rahova 89, Sector 5, București","Spacious and well-located penthouse in Strada Rahova 89, Sector 5, București.",1195.14
apartment,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",3,1,105.0,"['parking', 'pet-friendly', 'gym', 'air-conditioning', 'garden']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",867.43
house,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",6,3,223.8,"['heating', 'pet-friendly']",[],"House in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located house in Strada Matei Basarab 50, Sector 3, București.",1917.26
loft,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",2,2,68.6,"['garden', 'balcony', 'dishwasher-washing']",[],"Loft in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located loft in Strada Matei Basarab 50, Sector 3, București.",548.3
house,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",4,4,138.1,"['gym', 'elevator', 'parking']",[],"House in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located house in Strada Turnu Măgurele 145, Sector 4, București.",985.19
penthouse,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",3,2,105.7,"['pet-friendly', 'pool', 'elevator', 'air-conditioning', 'garden', 'dishwasher-washing']",[],"Penthouse in Strada Băneasa 12, Sector 1, București","Spacious and well-located penthouse in Strada Băneasa 12, Sector 1, București.",1244.99
penthouse,renting,furnished,"Strada Turnu Măgurele 145, Sector 4, București",3,2,133.9,"['elevator', 'gym', 'pet-friendly', 'air-conditioning', 'wifi']",[],"Penthouse in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located penthouse in Strada Turnu Măgurele 145, Sector 4, București.",939.51
penthouse,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",3,2,140.5,"['heating', 'wifi', 'air-conditioning', 'gym']",[],"Penthouse in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located penthouse in Calea Șerban Vodă 112, Sector 4, București.",1075.95
loft,renting,partially-furnished,"Strada Aviației 10, Sector 1, București",2,1,55.1,"['gym', 'heating', 'pet-friendly', 'pool', 'dishwasher-washing', 'air-conditioning']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",554.95
apartment,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",3,2,93.1,"['garden', 'air-conditioning', 'elevator', 'balcony', 'pool']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",899.88
studio,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,40.5,"['balcony', 'air-conditioning', 'parking', 'garden', 'pet-friendly']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",326.08
house,renting,partially-furnished,"Calea Moșilor 155, Sector 2, București",5,3,217.3,"['parking', 'pet-friendly', 'heating', 'garden', 'air-conditioning']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",2091.98
penthouse,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",5,3,201.5,"['pool', 'pet-friendly', 'gym', 'garden', 'dishwasher-washing', 'air-conditioning']",[],"Penthouse in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located penthouse in Bulevardul Decebal 23, Sector 3, București.",1759.7
loft,renting,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",2,1,73.0,"['pool', 'air-conditioning', 'heating', 'dishwasher-washing', 'wifi']",[],"Loft in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located loft in Calea Șerban Vodă 112, Sector 4, București.",544.14
studio,renting,furnished,"Strada Progresului 60, Sector 5, București",1,1,36.7,"['pool', 'balcony']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",242.1
loft,renting,unfurnished,"Strada Aviației 10, Sector 1, București",3,2,107.5,"['garden', 'wifi']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",1130.88
house,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",4,3,169.2,"['balcony', 'elevator', 'dishwasher-washing', 'heating', 'garden', 'gym']",[],"House in Strada Lujerului 33, Sector 6, București","Spacious and well-located house in Strada Lujerului 33, Sector 6, București.",1392.46
penthouse,renting,unfurnished,"Calea Moșilor 155, Sector 2, București",3,3,116.5,"['garden', 'parking']",[],"Penthouse in Calea Moșilor 155, Sector 2, București","Spacious and well-located penthouse in Calea Moșilor 155, Sector 2, București.",960.74
studio,renting,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,44.8,"['parking', 'gym', 'elevator', 'balcony', 'heating', 'dishwasher-washing']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",311.91
loft,renting,furnished,"Bulevardul Decebal 23, Sector 3, București",3,2,96.8,"['parking', 'pool', 'air-conditioning', 'wifi', 'gym']",[],"Loft in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located loft in Bulevardul Decebal 23, Sector 3, București.",775.58
penthouse,renting,partially-furnished,"Strada Aviației 10, Sector 1, București",3,3,137.6,"['wifi', 'balcony', 'garden', 'pet-friendly', 'gym']",[],"Penthouse in Strada Aviației 10, Sector 1, București","Spacious and well-located penthouse in Strada Aviației 10, Sector 1, București.",1594.31
studio,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",1,1,31.6,"['balcony', 'dishwasher-washing', 'air-conditioning', 'pool', 'parking', 'gym']",[],"Studio in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located studio in Șoseaua Colentina 85, Sector 2, București.",261.56
loft,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",3,2,110.1,"['dishwasher-washing', 'elevator', 'parking', 'heating']",[],"Loft in Strada Băneasa 12, Sector 1, București","Spacious and well-located loft in Strada Băneasa 12, Sector 1, București.",1233.18
house,renting,furnished,"Bulevardul Decebal 23, Sector 3, București",5,2,186.8,"['heating', 'balcony', 'parking']",[],"House in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located house in Bulevardul Decebal 23, Sector 3, București.",1456.13
apartment,renting,furnished,"Strada Lujerului 33, Sector 6, București",3,2,94.5,"['pool', 'wifi', 'air-conditioning', 'pet-friendly', 'dishwasher-washing', 'parking']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",862.74
studio,renting,furnished,"Strada Progresului 60, Sector 5, București",1,1,34.7,"['gym', 'wifi', 'pool', 'air-conditioning']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",222.47
house,renting,partially-furnished,"Calea Moșilor 155, Sector 2, București",6,3,253.4,"['dishwasher-washing', 'air-conditioning']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",2170.08
penthouse,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",3,2,108.7,"['garden', 'parking', 'heating', 'dishwasher-washing']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",977.1
penthouse,renting,unfurnished,"Strada Progresului 60, Sector 5, București",4,2,148.4,"['air-conditioning', 'pet-friendly']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",1056.09
penthouse,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",5,2,220.5,"['heating', 'pet-friendly']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",2177.9
apartment,renting,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",2,1,76.8,"['elevator', 'gym', 'wifi', 'pet-friendly', 'balcony']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",590.76
house,renting,furnished,"Strada Progresului 60, Sector 5, București",4,4,156.3,"['pet-friendly', 'elevator', 'dishwasher-washing']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1037.24
apartment,renting,furnished,"Strada Rahova 89, Sector 5, București",2,2,63.7,"['garden', 'air-conditioning', 'wifi', 'dishwasher-washing', 'gym', 'heating']",[],"Apartment in Strada Rahova 89, Sector 5, București","Spacious and well-located apartment in Strada Rahova 89, Sector 5, București.",447.37
studio,renting,partially-furnished,"Strada Băneasa 12, Sector 1, București",1,1,27.2,"['garden', 'elevator', 'wifi', 'dishwasher-washing', 'gym', 'heating']",[],"Studio in Strada Băneasa 12, Sector 1, București","Spacious and well-located studio in Strada Băneasa 12, Sector 1, București.",311.15
studio,renting,furnished,"Strada Progresului 60, Sector 5, București",1,1,35.2,"['garden', 'elevator', 'gym']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",223.22
apartment,renting,furnished,"Calea Moșilor 155, Sector 2, București",4,1,115.8,"['balcony', 'wifi', 'dishwasher-washing', 'air-conditioning']",[],"Apartment in Calea Moșilor 155, Sector 2, București","Spacious and well-located apartment in Calea Moșilor 155, Sector 2, București.",1081.6
house,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",5,3,237.8,"['garden', 'heating', 'elevator', 'air-conditioning', 'pet-friendly', 'dishwasher-washing']",[],"House in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located house in Calea Șerban Vodă 112, Sector 4, București.",1775.32
studio,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",1,1,32.6,"['air-conditioning', 'parking', 'garden', 'elevator']",[],"Studio in Strada Lujerului 33, Sector 6, București","Spacious and well-located studio in Strada Lujerului 33, Sector 6, București.",294.95
house,renting,furnished,"Strada Progresului 60, Sector 5, București",5,3,238.2,"['heating', 'elevator', 'balcony', 'pet-friendly', 'air-conditioning', 'gym']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1763.98
penthouse,renting,unfurnished,"Strada Progresului 60, Sector 5, București",4,2,152.3,"['balcony', 'heating', 'garden']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",964.97
studio,renting,partially-furnished,"Strada Rahova 89, Sector 5, București",1,1,37.9,"['garden', 'pet-friendly', 'dishwasher-washing', 'parking', 'pool']",[],"Studio in Strada Rahova 89, Sector 5, București","Spacious and well-located studio in Strada Rahova 89, Sector 5, București.",250.32
apartment,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",4,2,136.9,"['pet-friendly', 'wifi', 'heating']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",1033.57
studio,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",1,1,34.3,"['pet-friendly', 'parking', 'pool']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",253.16
studio,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",1,1,43.1,"['pet-friendly', 'garden', 'elevator', 'gym', 'pool', 'heating']",[],"Studio in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located studio in Bulevardul Decebal 23, Sector 3, București.",349.02
house,renting,unfurnished,"Calea Moșilor 155, Sector 2, București",4,4,177.1,"['parking', 'balcony']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",1683.91
loft,renting,unfurnished,"Strada Aviației 10, Sector 1, București",3,2,105.4,"['gym', 'parking', 'elevator', 'air-conditioning', 'dishwasher-washing', 'wifi']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",1140.11
house,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",5,2,208.5,"['wifi', 'parking', 'dishwasher-washing', 'elevator', 'gym', 'balcony']",[],"House in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located house in Bulevardul Decebal 23, Sector 3, București.",1788.21
apartment,renting,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",2,2,73.7,"['air-conditioning', 'elevator']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",593.53
house,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",4,4,167.3,"['pool', 'parking']",[],"House in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located house in Strada Turnu Măgurele 145, Sector 4, București.",1231.96
penthouse,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",4,2,140.9,"['pet-friendly', 'balcony', 'air-conditioning', 'parking', 'dishwasher-washing']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",1229.84
penthouse,renting,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",4,3,172.9,"['garden', 'parking', 'gym', 'wifi', 'heating', 'balcony']",[],"Penthouse in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located penthouse in Strada Matei Basarab 50, Sector 3, București.",1519.38
loft,renting,furnished,"Strada Progresului 60, Sector 5, București",3,2,114.0,"['gym', 'pet-friendly']",[],"Loft in Strada Progresului 60, Sector 5, București","Spacious and well-located loft in Strada Progresului 60, Sector 5, București.",847.12
apartment,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",4,1,123.3,"['gym', 'pool', 'air-conditioning', 'pet-friendly']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",952.91
studio,renting,partially-furnished,"Calea Moșilor 155, Sector 2, București",1,1,32.5,"['dishwasher-washing', 'parking', 'heating', 'pet-friendly']",[],"Studio in Calea Moșilor 155, Sector 2, București","Spacious and well-located studio in Calea Moșilor 155, Sector 2, București.",300.52
studio,renting,furnished,"Strada Băneasa 12, Sector 1, București",1,1,39.0,"['heating', 'garden', 'dishwasher-washing']",[],"Studio in Strada Băneasa 12, Sector 1, București","Spacious and well-located studio in Strada Băneasa 12, Sector 1, București.",436.77
apartment,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",3,2,78.9,"['heating', 'pet-friendly']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",678.46
apartment,renting,furnished,"Calea Moșilor 155, Sector 2, București",3,1,94.1,"['elevator', 'dishwasher-washing']",[],"Apartment in Calea Moșilor 155, Sector 2, București","Spacious and well-located apartment in Calea Moșilor 155, Sector 2, București.",810.76
loft,renting,furnished,"Calea Moșilor 155, Sector 2, București",3,2,108.6,"['air-conditioning', 'heating', 'dishwasher-washing', 'gym', 'pet-friendly']",[],"Loft in Calea Moșilor 155, Sector 2, București","Spacious and well-located loft in Calea Moșilor 155, Sector 2, București.",1066.16
studio,renting,partially-furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",1,1,35.4,"['parking', 'pool']",[],"Studio in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located studio in Bulevardul Iuliu Maniu 202, Sector 6, București.",284.48
penthouse,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",4,3,177.2,"['garden', 'parking', 'elevator', 'wifi', 'pet-friendly']",[],"Penthouse in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located penthouse in Strada Turnu Măgurele 145, Sector 4, București.",1439.51
house,renting,furnished,"Strada Turnu Măgurele 145, Sector 4, București",4,4,153.1,"['pool', 'elevator', 'pet-friendly', 'heating', 'air-conditioning']",[],"House in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located house in Strada Turnu Măgurele 145, Sector 4, București.",1087.74
studio,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",1,1,30.7,"['pet-friendly', 'gym', 'air-conditioning', 'wifi', 'elevator', 'garden']",[],"Studio in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located studio in Șoseaua Colentina 85, Sector 2, București.",268.02
studio,renting,furnished,"Strada Progresului 60, Sector 5, București",1,1,31.4,"['elevator', 'air-conditioning', 'pet-friendly', 'gym']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",233.2
house,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",6,4,263.6,"['heating', 'dishwasher-washing']",[],"House in Strada Lujerului 33, Sector 6, București","Spacious and well-located house in Strada Lujerului 33, Sector 6, București.",2277.81
apartment,renting,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",3,1,96.1,"['air-conditioning', 'garden']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",685.83
penthouse,renting,partially-furnished,"Calea Moșilor 155, Sector 2, București",3,2,127.8,"['garden', 'dishwasher-washing', 'elevator', 'parking', 'pool', 'air-conditioning']",[],"Penthouse in Calea Moșilor 155, Sector 2, București","Spacious and well-located penthouse in Calea Moșilor 155, Sector 2, București.",1211.92
penthouse,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",5,2,206.3,"['gym', 'pool', 'parking', 'garden', 'wifi']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",1604.29
penthouse,renting,furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",4,3,157.9,"['dishwasher-washing', 'gym', 'pet-friendly', 'parking']",[],"Penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located penthouse in Bulevardul Iuliu Maniu 202, Sector 6, București.",1335.75
penthouse,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",5,3,185.9,"['elevator', 'garden', 'dishwasher-washing']",[],"Penthouse in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located penthouse in Bulevardul Decebal 23, Sector 3, București.",1581.23
studio,renting,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",1,1,30.6,"['gym', 'wifi', 'heating', 'air-conditioning']",[],"Studio in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located studio in Strada Turnu Măgurele 145, Sector 4, București.",216.93
apartment,renting,furnished,"Strada Băneasa 12, Sector 1, București",2,2,64.6,"['gym', 'heating', 'garden', 'elevator', 'parking']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",680.14
house,renting,partially-furnished,"Strada Băneasa 12, Sector 1, București",5,4,192.5,"['wifi', 'parking', 'gym', 'heating']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",2214.31
studio,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,31.7,"['parking', 'air-conditioning', 'pool', 'garden', 'elevator', 'wifi']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",225.45
loft,renting,furnished,"Strada Lujerului 33, Sector 6, București",3,1,103.9,"['dishwasher-washing', 'air-conditioning', 'wifi', 'heating', 'elevator']",[],"Loft in Strada Lujerului 33, Sector 6, București","Spacious and well-located loft in Strada Lujerului 33, Sector 6, București.",851.88
studio,renting,unfurnished,"Strada Progresului 60, Sector 5, București",1,1,41.3,"['heating', 'elevator', 'pool', 'air-conditioning']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",284.04
apartment,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",3,2,91.5,"['elevator', 'garden']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",659.87
apartment,renting,partially-furnished,"Strada Rahova 89, Sector 5, București",4,2,138.6,"['garden', 'balcony', 'air-conditioning', 'gym']",[],"Apartment in Strada Rahova 89, Sector 5, București","Spacious and well-located apartment in Strada Rahova 89, Sector 5, București.",1052.15
penthouse,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",4,2,168.0,"['gym', 'garden', 'wifi', 'air-conditioning']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",1305.99
apartment,renting,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",2,1,92.2,"['gym', 'parking', 'air-conditioning', 'heating']",[],"Apartment in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located apartment in Bulevardul Iuliu Maniu 202, Sector 6, București.",742.75
studio,renting,partially-furnished,"Strada Rahova 89, Sector 5, București",1,1,36.7,"['wifi', 'gym', 'pool', 'balcony']",[],"Studio in Strada Rahova 89, Sector 5, București","Spacious and well-located studio in Strada Rahova 89, Sector 5, București.",258.4
studio,renting,partially-furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",1,1,36.2,"['air-conditioning', 'parking', 'elevator', 'balcony']",[],"Studio in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located studio in Bulevardul Iuliu Maniu 202, Sector 6, București.",298.67
loft,renting,furnished,"Strada Aviației 10, Sector 1, București",3,1,106.7,"['pet-friendly', 'heating', 'pool', 'elevator', 'dishwasher-washing', 'gym']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",1121.69
penthouse,renting,partially-furnished,"Strada Aviației 10, Sector 1, București",3,3,113.9,"['wifi', 'pet-friendly', 'pool']",[],"Penthouse in Strada Aviației 10, Sector 1, București","Spacious and well-located penthouse in Strada Aviației 10, Sector 1, București.",1141.4
loft,renting,furnished,"Strada Rahova 89, Sector 5, București",2,1,68.2,"['heating', 'pool', 'elevator', 'garden', 'gym', 'wifi']",[],"Loft in Strada Rahova 89, Sector 5, București","Spacious and well-located loft in Strada Rahova 89, Sector 5, București.",430.8
apartment,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",4,2,140.9,"['balcony', 'air-conditioning', 'gym', 'wifi']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",1169.42
house,renting,furnished,"Calea Moșilor 155, Sector 2, București",4,3,152.6,"['air-conditioning', 'pet-friendly', 'balcony', 'garden', 'heating', 'elevator']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",1473.92
studio,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",1,1,35.8,"['parking', 'balcony', 'dishwasher-washing', 'pool', 'elevator', 'garden']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",275.59
loft,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",3,2,106.8,"['pet-friendly', 'dishwasher-washing', 'parking']",[],"Loft in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located loft in Șoseaua Colentina 85, Sector 2, București.",965.9
apartment,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",2,1,57.2,"['wifi', 'garden', 'elevator', 'parking', 'heating', 'pool']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",604.87
house,renting,unfurnished,"Calea Moșilor 155, Sector 2, București",4,2,153.8,"['gym', 'balcony', 'parking']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",1429.24
house,renting,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",6,3,238.8,"['parking', 'dishwasher-washing', 'balcony', 'gym']",[],"House in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located house in Bulevardul Iuliu Maniu 202, Sector 6, București.",1975.31
house,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",6,4,257.1,"['elevator', 'heating', 'wifi', 'parking', 'pet-friendly']",[],"House in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located house in Calea Șerban Vodă 112, Sector 4, București.",1986.58
studio,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",1,1,42.2,"['balcony', 'heating', 'air-conditioning', 'dishwasher-washing']",[],"Studio in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located studio in Șoseaua Colentina 85, Sector 2, București.",402.05
penthouse,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",5,2,182.9,"['heating', 'garden', 'pool']",[],"Penthouse in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located penthouse in Bulevardul Decebal 23, Sector 3, București.",1430.99
loft,renting,furnished,"Strada Lujerului 33, Sector 6, București",3,2,123.4,"['pool', 'elevator', 'balcony', 'parking', 'garden']",[],"Loft in Strada Lujerului 33, Sector 6, București","Spacious and well-located loft in Strada Lujerului 33, Sector 6, București.",969.1
apartment,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",2,1,67.1,"['air-conditioning', 'heating', 'garden', 'elevator', 'dishwasher-washing']",[],"Apartment in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located apartment in Șoseaua Colentina 85, Sector 2, București.",573.26
